,sensitivity,sensitivity,specificity,specificity,AUC-ROC,AUC-ROC
,mean,std,mean,std,mean,std
Total,0.9090572777139941,0.07882844551695616,0.869982957239329,0.10207160527502553,0.963641753112473,0.02731021700455011
KCNQ1,0.8875757575757575,0.11538325078528254,0.7431159420289855,0.21084466210836955,0.9523631239935588,0.03240200800515603
KCNQ2,0.9517505030181088,0.05930672157818326,0.901,0.08552842282604721,0.9738008718980551,0.04721034346560009
KCNQ3,0.9095238095238095,0.07438333024673005,0.9666666666666668,0.0485912657903775,0.9652777777777777,0.03977172517576767
KCNQ4,0.8380952380952381,0.10583862271853747,0.8461988304093568,0.20899049937588887,0.9213728766360345,0.0688299480485319
KCNQ5,0.55,0.21908902300206645,0.8830769230769231,0.15464408459235768,0.8712307692307693,0.05120177049453613
